0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames
0,0.5069428,0,2.0512567,0,0,0.742172,0,0,0,0,0,0,0,0,0,2.309083,0.025017014,1.9129399,0,0.7859348,0,1.4590198,0.067444496,0,0,0,0,1.8353767,0.4759073,0,0.96996146,0,0,0,0,0,0,0,0.004807419,0.048519515,0,0,5.15313,0,0,0,0,4.475205,0,0.36915618,1.3038507,0,1.1568658,1.6294249,0,1.4912379,0,0,0.44398314,0,0,0,1.3661726,building,127_building.jpeg
0.43444875,1.2113376,0,0.4468987,0,0,2.7489462,0,0,0,0,0,0,0,2.4751868,0,0.635769,0,0.31951147,0,0.7711561,0,4.687796,3.145391,0,0,1.4500152,2.8282223,0,3.9257984,0,0.8546519,0,0,0.61620545,0,1.0877011,0,0,1.443993,0,0,1.2291877,3.7660623,0,0,0,0,2.8998725,0,2.2143927,2.6073895,0,0,3.3289926,0,0,0,0,3.9508975,0,0,0.11911277,0.49278647,building,98_building.jpeg
2.8190043,0,0,2.492912,0,0,0.19959769,0,0,0,0,3.4025838,0,0,0.21490014,0,1.5898461,0.4891111,0.6820817,1.0946065,0,0,4.8141994,0,0,0,3.6771007,0,2.4771037,0.31952566,0,0,0,0,0.73955965,0,0,0,0,0,0,0,0,7.188846,0,0,2.3750703,0,8.003931,0,0,4.5395803,0,0,5.359361,0,3.2713904,0,0,0,0,0,0,3.403659,building,197_building.jpeg
0,0,0,0,0,0,1.9583981,0,0,0,0,0,0,0,1.4912063,0,0,1.88103,0.055722825,0,0,0,1.7023369,0.5745507,0,0,0,0.6492732,1.5939729,3.324914,0,0.87375927,0,0,0,1.3296074,0,0,1.234011,0.9706912,0,2.2233472,1.3547403,4.532451,0.50516397,0,0,0,4.8422294,0,2.13928,2.9783342,0,0,3.763396,0,0,0,0,2.870551,0,0,1.5052409,1.7521394,building,146_building.jpeg
3.814131,0,0,2.34082,0,0,0,0,0,0,0,4.3335605,0,0,0,0,0,2.1886067,0.6637541,1.725627,0,0,4.0308127,0,0,0,2.6576424,0,1.4876865,1.9395748,0,0,0,0,0,0,0,0,0,0,0,0,0,9.435434,0,0,0.041916948,0,8.831714,0,0,4.031933,0,0,5.5051055,0,3.4329453,0,0,0,0,0,0,4.9199815,building,101_building.jpeg
4.567164,1.1116508,0,0,0,0,3.4290838,0,5.397,0,0,0.8490538,0.77341306,0,0,0,0,0,2.4418676,0,0,0,2.505949,0,0,0,0,0,0,3.66295,1.2712624,0.92669517,0,0,0.07497607,0,0.5335287,0,0,0,0,0,0,4.8009233,1.6048635,0,4.2152343,0,2.6410718,0,0,1.9969131,0,0,8.308076,0,0.23124708,0.89098155,0,1.1409944,0,0,0,1.1322058,building,124_building.jpeg
0,0.9724185,0,0,0,0,4.4714746,0,0,0,0,0,0,0,0.90080726,0,0.89419913,0,0,0,1.5698029,0,3.691771,3.2880332,0,0,0.7969832,2.2551658,0,4.2683377,0,3.4191482,0,0,2.1666224,0,0,0,1.6836883,1.3130115,0,0,0,6.4673324,0,0,0,0,5.840544,0,0,4.9505982,0,0,6.4326434,0,0,0,0,4.642619,0,0,0,0.9760397,building,89_building.jpeg
0.7609483,2.4841528,0,4.240274,0,0,0.5017457,3.731613,1.8936046,0,0,0.49215797,0,0,0.036908895,0,0,0.3610337,0.05750632,2.4269829,0,0,6.669051,0,0,0,0.32702574,0.080425665,0.82291365,1.3946915,0,0,0,0,0,0,1.2944838,0,0,0,0,0,0,7.0477166,0,0,0.43253243,0,2.567783,0,1.2049053,1.3985023,0,0,5.7200646,0,0.3667477,0,0,0,0,0,0,0.1398714,building,22_building.jpeg
1.6373906,0.9837814,0,1.3996992,0,0,1.0904093,0,0,0,0,0,0,0,0,0,1.9284724,0,0,0.31973734,1.180259,0,2.7800395,1.3545976,0,0,1.3442266,1.1154504,0,2.5988054,0,1.8244908,0,0,1.2525474,0.69597274,0,0,0.31246248,0.6267686,0,0,0,7.4979095,0,0,0,0,6.513327,0,0,4.2585363,0,0,6.1471896,0,0.9679004,0,0,0.8027131,0,0,0,1.7698774,building,180_building.jpeg
1.9323621,0,0,1.3629441,0,0,0,2.0381043,0.4316434,0,0,0.30563524,0,0,0,0,0,0.33863816,0,1.2437506,0,0,2.6098428,0,0,0,0.6611075,0,0,0.1314627,0,1.9651355,0,0.25944093,0.56553936,0,0,0,0,0,0,0,0,2.7316961,0,0,0.15714242,0,4.049588,1.2316602,0,1.0198785,0,0,2.2291117,0,1.096869,0.8337169,0,0,0,0.21138707,0,1.4639674,building,90_building.jpeg
0,1.913982,0,1.8864441,0,0,1.7559035,2.61148,0.8879256,0,0,0,0.673877,0,0.044676572,0,0.4863289,0,0,2.4739995,0,0,2.680166,1.1623253,0,0,0.7075467,1.9465692,0,1.6304028,0,2.5803277,0,0,1.4759133,0,1.9611984,0,0.0456281,0.35441566,0,0,0,6.5025363,0,0,0,0,3.7981105,1.5146071,2.397298,2.004892,0,0,6.033655,0,2.2460363,0,0,0,0,0,0,0,building,87_building.jpeg
0,1.5598537,0,0,0,0,4.177363,0,0,0,0,0,1.2782907,0,2.3291657,0,0,0.3029782,1.6181352,0,0.9392673,0,0,0,0,0,0,0.549915,0.18477921,1.308159,0.38311726,0,0,0,0,1.4370718,0,0,0.053305864,0.9320938,0.60357875,2.6151817,1.4434108,2.1837378,0,0,0,0,2.4917495,0,3.3274434,2.1376522,0,0,1.4332615,0,0,0,0,2.4375825,0,0,1.7478483,0,building,39_building.jpeg
4.073526,0,0,1.3414735,0,0,0.05994851,0,0.6568995,0,0,1.4605793,0,0,0.28998134,0,0,0.353031,0,3.2458644,0,0,3.9159093,0,0,0,5.345046,0,0,2.0275838,0,0,0,0,0,0.19744596,0,0,0,0,0,0,0,4.932791,0,0,3.9543753,0,4.843756,0.93008816,1.017373,0,0,0,5.943279,0,2.4631534,0,0,0,0,0,0,3.4309995,building,42_building.jpeg
3.0522475,0,0,0,0,0,0.64071536,0,0,0,0,0.4697349,0,0,0,0,0,0,1.1800282,0,0,0,4.218839,0,0,0,0,1.905452,0,5.1682243,0,0.7456833,0,0,0,1.7401536,0,0,0,0,0,0,0.7129609,7.189606,0,0,1.563579,0,7.446278,0,0,3.7993183,0,0,5.216751,0,0.062386848,0,0,0.30666065,0,0,0,3.9870436,building,209_building.jpeg
0,0,0,1.0097786,0,0,0.6576668,0.8677792,0.9479005,0,0,3.4472718,0,0,0,0,0.4762078,0.94501,1.7133982,3.140788,0,0,1.6359844,1.4941001,0,0,0,0,1.6464871,0,0,0,0,0,0,0,0.9015207,0,0,0,0,1.1355697,0,7.224122,1.5082392,0,0,0,4.4452195,5.63142,3.564521,2.756134,0,0,6.2434373,0,0.82488155,0,0,0,0,0,0,0,building,105_building.jpeg
0.06348543,0,0,0,0,0,0,1.5669453,0,0,0,0,0.68378025,0,1.1578459,0,0,0,1.5468688,0.91631126,0,0,2.7629783,0,0,0,0,0,0,2.3048317,0,2.017825,0,0,2.2897222,0,0,0,0,0,0,0,0,2.9165797,0,0,0,0,4.474576,0,0,3.7035222,0,0,3.668624,0,0,0,0,0.97478956,0,0,0,0.13143,building,103_building.jpeg
1.4739106,1.515189,0,0.22880287,0,0,2.020272,0,0,0,0,1.7332289,0,0,0.8459291,0,1.6459231,0.584718,0,0.8065937,0,0,3.5714638,0,0,0,1.8874613,0.5821669,0,2.5779114,0,0,0,0,0,0.2889961,0,0,0,0.43153265,0,0,0,9.127592,0,0,0,0,7.169514,0,0,4.410289,0,0,6.8005347,0,2.4420872,0,0,0,0,0,0,2.877295,building,200_building.jpeg
2.0670595,0,0,2.3882885,0,0,0,0.24335891,0.025515895,0,0,2.8594358,0,0,0,0,2.913848,0,0,1.6303053,0,0,6.493956,0,0,0,5.279773,0,3.2408087,1.4553136,0,0,0,0,0,1.8620777,1.5621995,0,0,0,0,0,0,10.260296,0,0,2.6579497,0,5.999909,1.3310724,2.1416094,1.2128494,0,0,7.656327,0,4.3090944,0,0,0,0,0,0,3.2216964,building,88_building.jpeg
4.1811767,0,0,2.3015933,0,0,0,0,0,0,0,4.1149087,0,0,0.35529193,0,2.2840717,1.5793555,0.84852076,0.73537666,0,0,7.196418,0,0,0,4.5700912,0,1.7579821,0.24941096,0,0,0,0,0.4481369,0,0,0,0,0,0,0,0,8.610805,0,0,2.5602398,0,8.687757,0,0,3.9433208,0,0,7.3415585,0,3.2757852,0,0,0,0,0,0,4.831809,building,21_building.jpeg
3.4252863,0,0,0,0,0,0.634827,0,0,0,0,2.9325638,0,0,0,0,0,1.0294585,0,0,0,0,4.1089425,0,0,0,2.923285,2.0554116,0.48744622,2.677963,0,0.09346026,0,0,0.11118446,1.9386004,0,0,0,0,0,0,0.27391505,7.344658,0,0,2.1300254,0,6.568708,0,0.13333626,3.34427,0,0,7.543737,0,1.8994309,0,0,0.8840634,0,0,0,3.244905,building,18_building.jpeg
4.275005,0,0,0.24852268,0,0,0,0,0,0,0,2.7617548,0,0,0,0,0,2.0846603,0.31903148,0,0,0,3.071637,0,0,0,1.4805495,0,0,2.6822596,0,0,0,0,0,0.075609155,0,0,0,0,0,0,0,10.29568,0,0,2.4823074,0,9.525607,0,1.8393842,3.826748,0,0,5.6141047,0,5.5060534,0,0,0,0,0,0,3.3029325,building,19_building.jpeg
3.8814733,0.5994593,0,2.1819887,0,0,0.48201048,0,0,0,0,1.0696092,0,0,0,0,0.31945693,0.9615821,2.8149421,0,0,0,3.0686355,0,0,0,1.0839981,1.8793457,0.6068765,2.8307648,0.9067615,0.06255877,0,0,0,0,0,0,0,0,0,0.4447046,0,5.917132,0,0,1.9474745,0,6.895249,0,0,4.299453,0,0,5.433212,0,0.5008013,0,0,0,0,0,0,2.9078674,building,96_building.jpeg
1.291498,0.73972106,0,2.8592873,0,0,0.7736699,0,0,0,0,2.214991,0,0,3.4690785,0,2.22923,2.4780595,1.7578038,0,0,0,5.2464924,0,0,0,3.0741258,0,1.4018902,0,0,0,0,0,0,0,0.804049,0,0,0,0,0.5765815,0.24561416,6.93929,0,0,0.3553143,0,6.9776473,0,2.1074493,4.6146307,0,0,7.7210927,0,2.153421,0,0,0,0,0,0.65020436,5.943826,building,20_building.jpeg
2.8228068,0.16507436,0,0,0,0,3.2624097,0,0,0,0,1.5311943,0,0,0.45883676,0,0.1943788,0,0,0,0.806697,0,2.9454443,1.8389053,0,0,1.8138064,1.9309785,0,3.7014751,0.09866698,2.2257648,0,0,1.9245088,0.91363007,0,0,0.5665348,0.8144463,0,0,0.5835502,5.957032,0,0,0.46566287,0,7.3376927,0,0,5.627866,0,0,6.5368114,0,0,0,0,2.483094,0,0,0,2.8358562,building,81_building.jpeg
1.4761727,3.4418726,0,1.3712223,0,0,3.6373699,1.3997031,0.5219474,0,0,0,0,0,1.052178,0,1.3910162,0,0,0.45564744,0,0,3.636608,0.7269594,0,0,0.3843914,2.229884,0,2.735631,0,1.0561941,0,0,0.80041295,1.3184313,1.3409613,0,0,0,0,0,0,8.849412,0,0,0.1980005,0,3.81908,0,1.2428331,3.9329946,0,0,5.697026,0,2.6416774,0,0,1.8983929,0,0,0,0,building,61_building.jpeg
1.5643513,0,0,1.9958403,0,0,1.9110614,0,0,0,0,2.2734144,0,0,0,0,1.4285253,1.387577,0,0,0,0,4.1192894,0.31643254,0,0,2.1335487,0.074200705,0,1.768935,0,1.0391934,0,0,1.0034354,0.5502538,0,0,0.42756504,0.75580406,0,0,0,8.733264,0,0,0.1395515,0,8.603368,0,0,6.297608,0,0,7.68888,0,1.6815828,0,0,0.77131104,0,0,0,3.697927,building,67_building.jpeg
4.1539006,0,0,2.7695858,0,0,0,0,0,0,0,4.031068,0,0,0,0,0.31082505,2.7897916,0.013462121,0.6859482,0,0,5.639918,0,0,0,3.9271438,0,4.1469245,1.7436087,0,0,0,0,0,1.3457278,0,0,0,0,0,0,0,7.3982477,0,0,4.1121078,0,7.7116685,0,0,2.6732988,0,0,5.821287,0,3.8664098,0,0,0,0,0,0,5.0485797,building,122_building.jpeg
0,2.700515,0,0.087211005,0,0,4.4084263,0,0,0,0,1.4905773,0,0,1.8159122,0,3.1838903,0.27551398,0,0,1.5851296,0,4.915731,3.8221762,0,0,2.3719332,2.7442257,0,2.137067,0,3.0217395,0,0,3.489234,0,0,0,3.1193304,3.4275293,0,0.024199696,0,6.6436477,0,0,0,0,8.038269,0,0,8.494011,0,0.63277835,8.677958,0,0.59243083,0,0,4.3689547,0,0,0,1.4287925,building,173_building.jpeg
0.22559004,1.9280782,0,0.38790363,0,0,2.2376835,0.14548245,1.4590552,0,0,0,0,0,2.3056393,0,3.465019,0,3.370114,0.32903883,0,0,4.4949446,1.5590982,0,0,0,2.0733795,0,0.6245572,0,0,0,0,0.7401621,0.47079292,2.6284127,0,0.24425928,0,0,0,0,8.640426,0,0,0,0,6.287974,0,0,6.628096,0,0.2663741,10.560835,0,0,0,0,2.5439854,0,0,0,0,building,24_building.jpeg
2.7026803,0,0,2.1400337,0,0,0.618181,0,0,0,0,1.3045503,0,0,2.0525203,0,1.3083782,0.68052894,0,0.8210407,0,0,5.250493,0,0,0,4.728789,0,2.100188,0,0,0,0,0,0.01711468,0,0,0,0,0,0,0,0,6.5722165,0,0,1.9131821,0,5.9922757,0,0.022521744,2.034432,0,0.30182564,6.620882,0,1.3973371,0,0,0,0,0,0,3.6390944,building,169_building.jpeg
4.5051007,0,0,3.0334,0,0,0,2.6620228,0,0,0,0,0,0,0,0,0,0.055454947,1.3855042,4.505947,0,0,3.6765473,0,0,0,1.1430498,0,2.8457813,0.1584341,0,0,0,0,0,0,0,0,0,0,0,0,0,5.696447,0,0,3.4230945,0,1.2826647,2.2989857,2.219254,0,0,0,2.5537145,0,0.9913783,0,0,0,0,0,0,1.9653257,building,68_building.jpeg
5.2952905,0,0,3.987678,0,0,0,0,0,0,0,5.2015123,0,0,0,0,0,1.7998006,0.16338107,1.6250566,0,0,5.1914525,0,0,0,5.3420577,0,1.301609,1.430463,0.7366576,0,0,0,0.48360953,0.29554814,0,0,0,0,0,0,0,7.444021,0,0,2.9056704,0,8.59848,0,0,3.6995368,0,0,7.4114957,0,2.24697,0,0,0,0,0,0,4.9700055,building,16_building.jpeg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.95238095,42.85714286,0,76.19047619,0,0,66.66666667,28.57142857,28.57142857,0,0,61.9047619,14.28571429,0,52.38095238,0,59.52380952,59.52380952,64.28571429,57.14285714,21.42857143,0,95.23809524,33.33333333,0,0,78.57142857,50,52.38095238,88.0952381,16.66666667,54.76190476,0,2.380952381,54.76190476,45.23809524,26.19047619,0,28.57142857,33.33333333,4.761904762,19.04761905,23.80952381,100,7.142857143,0,61.9047619,0,100,21.42857143,50,88.0952381,0,9.523809524,100,0,76.19047619,4.761904762,0,42.85714286,0,2.380952381,14.28571429,88.0952381,,
