0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,Class_names,Filenames
0,0,0,1.5986577,0.12443175,0,0.18710034,3.578652,0,0,0,0,0,0,3.7349973,0,0,0,0,7.5734615,0,0,0,0,0,0,5.914405,1.032081,0,2.8813,1.8855089,6.4381967,0.11263533,2.6486244,4.7634263,0,4.077109,0,0,0.032180436,0,0,0,0,0,0,0,0,0,5.5048623,0.06225916,0,0,0,0,0,0,3.1610737,0,0,0,0,0,0,night_table,46_Night_table.jpeg
3.4531636,0,0,0.6367836,0,0,0,0,0,0,0,0,0,0,4.532796,0,0,0,3.6293344,0,0,0,0,0,0,0,2.4130416,0,0,3.4376786,0,0,0,0,0,0,3.8432307,0,0,0,0,0,2.1484747,0,0,0,2.1094964,0,0,1.1246688,0,0,0,0,0,0,0,0,0,0,0,0,2.484437,0,night_table,35_Night_Tables.jpeg
0,0,0,3.803534,0,0,0,3.459333,0,0,0,0,1.1107478,0,5.481635,0,0,0,1.1051421,6.4379034,0,0,0,0,0,0,5.3075337,0,0,3.0258887,0,6.1725526,0,1.8942947,3.4397488,0,3.8136332,0,0,2.8943248,0,0,0,0,0,0,0,0,0,7.4970093,4.5575914,0,0,0,0.34053338,0,0,0,0,0,0,0,0.27109015,0,night_table,36_Night_table.jpeg
0,0,0,3.636307,0,0,0.17458129,1.0731649,0,0,0,0,0.43569824,0,1.2825924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8118649,0,2.2211907,2.6820583,0,0,0,0,1.2433851,1.9394927,0.7790575,0,0,0,0,0,0,0,1.6229652,3.2965035,0,0,0,0,0,0,0,0,0,0,0,1.5646454,0,night_table,36_Night_Tables.jpeg
0,0,0,1.2625617,0,0,0,1.5294384,3.0432312,0,0,0,1.8007463,0,3.6135564,0,0,0.13619985,1.3016398,0,0,0,0,0,0,0,0,0,0,3.6169734,0,0.84717995,0,0.35589278,0,0,1.5621268,0,2.3520947,0.93074626,0,0,0,0.013090001,1.0143571,0,0,0,0,1.3894634,2.1719246,0,0,0,0.063797794,0,0,0,0,0,0,0,1.9279549,1.3166851,night_table,94_Night_table.jpeg
0,0,0,4.5214267,0,0,0.17539437,5.0742836,1.1750009,0,0,0,0,0,3.9338284,0,0,0,0.2942282,8.219923,0,0,0,0,0,0,6.2736974,0,0,3.4411192,0.88481754,5.282177,0,1.7297468,4.7767158,0,5.533649,0,0,1.447867,0,0,0,0,0,0,0,0,0,7.2966776,0.3575415,0,0,0,0,0,0,1.7676315,0,0,0,0,0,0,night_table,51_Night_Tables.jpeg
0.71443784,0,0,4.0598197,0,0,0,6.295935,1.7807655,0,0,0,0,0,2.0466604,0,0,0,0,3.7864785,0,0,0,0,0,0,2.278387,0,0,0,0,2.507678,0,0,4.1082535,0,0.9959905,0,0,1.8758014,0,0,0,0,0,0,0,0,0,3.7625012,3.3255885,0,0,0,0.32604724,0,0,0,0,0,0,0,0,0,night_table,140_Night_table.jpeg
0.93537945,0,0,2.2103167,0,0,0,0.10097262,0,0,0,0,0.297411,0,2.5466523,0,0,0,1.6443529,2.0738082,0,0,0,0,0,0.16329463,2.449128,0,0,4.219948,0,1.6843029,0,0.020731647,1.8968928,0,2.3236382,0,0,0,0,0,0.03011198,0,0,0,0,0,0,3.1845536,0,0,0,0,0,0,0,0.48169616,0,0,0,1.6724652,0,0,night_table,7_Night_table.jpeg
1.6880792,0,0,3.2527828,0,0,0,0,0,0,0,0,0,0,2.8365898,0,0,2.8096385,0.9158056,0.30130526,0,0,0,0,0,0,0.856063,0,0,0.84639925,0.018022612,1.8093536,0,3.9230864,0.08692381,0,2.4677174,0,1.8433343,1.6489168,0,0.12778442,0,0,0.9422063,0,0,0,0,0,0.27482158,0,0,0,0,0,0,2.5674822,0,0,0,0,0.9841263,1.5056055,night_table,34_Night_table.jpeg
1.6236906,0,0,2.4444208,0,0,0,2.5627892,1.3360058,0,0,0,0.29743457,0,3.8964927,0,0,0,1.8361788,3.5907478,0,0,0,0,0,0.6300859,3.6883178,0,0,1.6525446,0,0.75483936,0,0.78678256,2.9441714,0,2.829621,0,0,0,0,0,0,0,0,0,0,0,0,5.3139973,0.23681153,0,0,0,0,0,0,0.5021543,0,0,0,0.14991198,0.29974708,0,night_table,74_Night_table.jpeg
0,0,0,3.3568304,0,0,0,4.411133,0,0,0,0,0.4835586,0,5.777045,0,0,0,0,5.319213,0,0,0,0,0,0,4.20359,0.32400182,0,3.8765643,0,6.550918,0,1.0741122,4.367414,0,5.816791,0,0,3.0327406,0,0,0,0,0,0,0,0,0,5.2438097,0,0,0,0,0,0,0,0.40054244,0,0,0,0,0,0,night_table,18_Night_Tables.jpeg
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0,0,100,2.5,0,25,90,62.5,0,0,2.5,65,0,97.5,0,0,17.5,70,85,0,0,10,0,0,10,85,15,10,85,37.5,82.5,2.5,75,72.5,0,95,5,10,55,5,5,17.5,27.5,12.5,0,7.5,0,10,87.5,65,2.5,0,0,37.5,0,7.5,57.5,2.5,0,0,22.5,50,25,,
